ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Subspecies,Variety,Form,Author string,Author,Year
100084,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Lagurus,ovatus,,,,L.,,
100082,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Koeleria,pyramidata,,,,(Lam.) P.Beauv.,,
145574,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Koeleria,vallesiana,,,,(Honck.) Bertol. ex Schult.,,
100073,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Hordeum,comosum,,,,J.Presl,,
100074,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Hordeum,compressum,,,,Griseb.,,
100075,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Hordeum,distichon,,,,L.,,
100076,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Hordeum,jubatum,,,,L.,,
100077,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Hordeum,marinum,,,,Huds.,,
100078,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Hordeum,murinum,,,,L.,,
100079,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Hordeum,secalinum,,,,Schreb.,,
100080,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Hordeum,vulgare,,,,L.,,
143487,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Hordeum,stenostachys,,,,Godr.,,
100070,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Holcus,lanatus,,,,L.,,
100071,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Holcus,mollis,,,,L.,,
100064,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Hierochloë,alpina,,,,(Sw. Ex Willd.) Roem. & Schult.,,
100065,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Hierochloë,hirta,,,,(Schrank) Borbás,,
100066,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Hierochloë,odorata,,,,(L.) P.Beauv.,,
100067,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Hierochloë,odorata,arctica,,,(J.Presl) Tzvelev,,
100068,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Hierochloë,odorata,odorata,,,,,
100057,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Glyceria,declinata,,,,Bréb.,,
100058,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Glyceria,fluitans,,,,(L.) R.Br.,,
100059,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Glyceria,grandis,,,,S.Watson,,
100060,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Glyceria,lithuanica,,,,(Gorski) Gorski,,
100061,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Glyceria,maxima,,,,(Hartm.) Holmb.,,
100062,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Glyceria,notata,,,,Chevall.,,
100035,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Festuca,altissima,,,,All.,,
100036,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Festuca,baffinensis,,,,Polunin,,
100037,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Festuca,brachyphylla,,,,Schult.,,
100038,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Festuca,edlundiae,,,,"S.G.Aiken, Consaul & Lefk.",,
100039,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Festuca,frederikseniae,,,,E.B.Alexeev,,
100040,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Festuca,gautieri,,,,(Hack.) K.Richt.,,
100041,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Festuca,heterophylla,,,,Lam.,,
100042,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Festuca,hyperborea,,,,Holmen ex Fred.,,
100043,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Festuca,ovina,,,,L.,,
100046,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Festuca,×prolifera,,,,(Piper) Fernald,,
100047,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Festuca,rubra,,,,L.,,
100053,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Festuca,trachyphylla,,,,(Hack.) Krajina,,
100054,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Festuca,vivipara,,,,(L.) Sm.,,
100055,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Festuca,viviparoidea,,,,Krajina ex Pavlick,,
143478,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Festuca,prolifera,,,,(Piper) Fernald,,
145550,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Festuca,eskia,,,,Ramond ex DC.,,
145697,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Festuca,amethystina,,,,L.,,
100048,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Festuca,rubra,arenaria,,,(Osbeck) F.Aresch.,,
100049,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Festuca,rubra,commutata,,,Gaudin,,
100050,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Festuca,rubra,megastachya,,,(Gaudin) Piper,,
100051,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Festuca,rubra,richardsonii,,,(Hook.) Hultén,,
100052,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Festuca,rubra,rubra,,,,,
100044,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Festuca,ovina,capillata,,,(Lam.) Schinz & R.Keller,,
100045,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Festuca,ovina,ovina,,,,,
100033,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Eremopyrum,triticeum,,,,(Gaertn.) Nevski,,
100031,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Eremopoa,persica,,,,(Trin.) Roshev.,,
100027,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Eragrostis,cilianensis,,,,(All.) Janch.,,
100028,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Eragrostis,minor,,,,Host,,
100029,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Eragrostis,pilosa,,,,(L.) P.Beauv.,,
128729,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Eragrostis,tef,,,,(Zucc.) Trotter,,
100019,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Elytrigia,atherica,,,,(Link) Kerguélen,,
100020,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Elytrigia,elongata,,,,(Host) Nevski,,
100021,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Elytrigia,juncea,,,,(L.) Nevski,,
100023,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Elytrigia,repens,,,,(L.) Nevski,,
100024,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Elytrigia,repens,arenosa,,,(Petif.) Á.Löve,,
100025,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Elytrigia,repens,repens,,,(L.) Desv. ex B.D. Jackson,,
100022,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Elytrigia,juncea,boreoatlantica,,,(Simonet & Guin.) Hyl.,,
100008,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Elymus,alaskanus,,,,(Scribn. & Merr.) Á.Löve,,
100010,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Elymus,canadensis,,,,L.,,
100011,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Elymus,caninus,,,,(L.) L.,,
100014,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Elymus,fibrosus,,,,(Schrenk) Tzvelev,,
100015,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Elymus,kronokensis,,,,(Kom.) Tzvelev,,
100016,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Elymus,mutabilis,,,,(Drobow) Tzvelev,,
100017,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Elymus,trachycaulus,,,,(Link) Gould ex Shinners,,
128728,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Elymus,hispidus,,,,(Opiz) Melderis,,
100012,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Elymus,caninus,,caninus,,,,
100013,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Elymus,caninus,,muticus,,(Holmb.) Karlsson,,
100009,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Elymus,alaskanus,borealis,,,(Turcz.) Á. & D.Löve,,
100005,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Eleusine,indica,,,,(L.) Gaertn.,,
143472,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Eleusine,africana,,,,Kenn.-O'Byrne,,
100006,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Eleusine,indica,africana,,,(Kenn.-O'Byrne) S.M.Phillips,,
100001,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Echinochloa,colonum,,,,(L.) Link,,
100002,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Echinochloa,crus-galli,,,,(L.) P.Beauv.,,
100003,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Echinochloa,esculenta,,,,(A.Braun) H.Scholz,,
141625,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Echinochloa,colona,,,,,,
99998,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Dupontia,fisheri,,,,R.Br.,,
99999,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Dupontia,psilosantha,,,,(Rupr.) Griseb.,,
143587,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Dupontia,fisheri,fisheri,,,,,
143588,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Dupontia,fisheri,psilosantha,,,(Rupr.) Hultén,,
99995,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Digitaria,ischaemum,,,,(Schreb.) Muhl.,,
99996,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Digitaria,sanguinalis,,,,(L.) Scop.,,
99988,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Deschampsia,alpina,,,,(L.) Roem. & Schult.,,
99989,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Deschampsia,cespitosa,,,,(L.) P.Beauv.,,
99992,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Deschampsia,sukatschewii,,,,(Popl.) Roshev.,,
99993,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Deschampsia,sukatschewii,borealis,,,(Trautv.) Tzvelev,,
99990,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Deschampsia,cespitosa,cespitosa,,,,,
99991,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Deschampsia,cespitosa,glauca,,,(Hartm.) Hartm.,,
99986,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Danthonia,decumbens,,,,(L.) DC.,,
99983,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Dactylis,glomerata,,,,L.,,
99984,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Dactylis,polygama,,,,Horv.,,
99980,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cynosurus,cristatus,,,,L.,,
99981,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cynosurus,echinatus,,,,L.,,
99978,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cynodon,dactylon,,,,(L.) Pers.,,
99976,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Corynephorus,canescens,,,,(L.) P.Beauv.,,
99974,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Coleanthus,subtilis,,,,(Tratt.) Seidl,,
99972,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cinna,latifolia,,,,(Trevir. ex Göpp.) Griseb.,,
99969,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Ceratochloa,carinata,,,,(Hook. & Arn.) Tutin,,
99970,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Ceratochloa,cathartica,,,,(Vahl) Herter,,
146017,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Ceratochloa,sitchensis,,,,(Trin.) Cope & Ryves,,
99967,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Catapodium,rigidum,,,,(L.) C.E.Hubb.,,
99965,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Catabrosa,aquatica,,,,(L.) P.Beauv.,,
99951,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Calamagrostis,arundinacea,,,,(L.) Roth,,
99952,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Calamagrostis,canescens,,,,(F.H.Wigg.) Roth,,
99953,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Calamagrostis,chalybaea,,,,(Laest.) Fr.,,
99954,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Calamagrostis,epigejos,,,,(L.) Roth,,
99955,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Calamagrostis,lapponica,,,,(Wahlenb.) Hartm.,,
99958,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Calamagrostis,neglecta,,,,"(Ehrh.) P.Gaertn., B.Mey & Scherb.",,
99961,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Calamagrostis,phragmitoides,,,,Hartm.,,
99962,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Calamagrostis,purpurascens,,,,R.Br.,,
99963,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Calamagrostis,×strigosa,,,,(Wahlenb.) Hartm.,,
99959,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Calamagrostis,neglecta,groenlandica,,,(Schrank) Matuszk.,,
99960,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Calamagrostis,neglecta,neglecta,,,,,
99956,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Calamagrostis,lapponica,lapponica,,,,,
99957,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Calamagrostis,lapponica,sibirica,,,(Petrov) Tzvelev,,
99939,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Bromus,arvensis,,,,L.,,
99940,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Bromus,commutatus,,,,Schrad.,,
99941,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Bromus,hordeaceus,,,,L.,,
99944,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Bromus,japonicus,,,,Thunb. ex Murray,,
99945,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Bromus,lanceolatus,,,,Roth,,
99946,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Bromus,lepidus,,,,Holmb.,,
99947,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Bromus,racemosus,,,,L.,,
99948,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Bromus,secalinus,,,,L.,,
99949,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Bromus,squarrosus,,,,L.,,
99942,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Bromus,hordeaceus,hordeaceus,,,,,
99943,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Bromus,hordeaceus,thominei,,,"auct., non (Hardouin) Maire",,
99933,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Bromopsis,benekenii,,,,(Lange) Holub,,
99934,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Bromopsis,erecta,,,,(Huds.) Fourr.,,
99935,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Bromopsis,inermis,,,,(Leyss.) Holub,,
99936,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Bromopsis,pubescens,,,,(Muhl. ex Willd.) Holub,,
99937,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Bromopsis,ramosa,,,,(Huds.) Holub,,
99929,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Briza,maxima,,,,L.,,
99930,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Briza,media,,,,L.,,
99931,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Briza,minor,,,,L.,,
99926,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Brachypodium,pinnatum,,,,(L.) P.Beauv.,,
99927,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Brachypodium,sylvaticum,,,,(Huds.) P.Beauv.,,
99924,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Beckmannia,syzigachne,,,,(Steud.) Fernald,,
99921,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Avenula,pratensis,,,,(L.) Dumort.,,
99922,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Avenula,pubescens,,,,(Huds.) Dumort.,,
99919,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Avenella,flexuosa,,,,(L.) Drejer,,
99911,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Avena,barbata,,,,Pott ex Link,,
99912,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Avena,brevis,,,,Roth,,
99913,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Avena,fatua,,,,L.,,
99914,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Avena,sativa,,,,L.,,
99915,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Avena,sterilis,,,,L.,,
99917,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Avena,strigosa,,,,Schreb.,,
128706,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Avena,macrocarpa,,,,Moench,,
99916,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Avena,sterilis,ludoviciana,,,(Durieu) Gillett & Magne,,
145513,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Avena,sterilis,sterilis,,,,,
99907,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Arrhenatherum,elatius,,,,(L.) P.Beauv. ex J.Presl & C.Presl,,
99908,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Arrhenatherum,elatius,bulbosum,,,(Willd.) Schübler & G.Martens,,
99909,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Arrhenatherum,elatius,elatius,,,,,
99905,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Aristavena,setacea,,,,(Huds.) F.Albers & Butzin,,
99903,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Arctophila,fulva,,,,(Trin.) Andersson,,
99901,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Arctagrostis,latifolia,,,,(R.Br.) Griseb.,,
99899,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Apera,spica-venti,,,,(L.) P.Beauv.,,
99895,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Anthoxanthum,aristatum,,,,Boiss.,,
99896,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Anthoxanthum,nipponicum,,,,Honda,,
99897,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Anthoxanthum,odoratum,,,,L.,,
99890,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Anisantha,diandra,,,,(Roth) Tutin ex Tzvelev,,
99891,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Anisantha,madritensis,,,,(L.) Nevski,,
99892,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Anisantha,sterilis,,,,(L.) Nevski,,
99893,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Anisantha,tectorum,,,,(L.) Nevski,,
145506,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Anisantha,rigida,,,,(Roth) Hyl.,,
99888,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Ammophila,arenaria,,,,(L.) Link,,
143864,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Ammophila,fascicularis,,,,,,
143865,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Ammophila,lata,,,,,,
143866,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Ammophila,petrakii,,,,,,
99879,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Alopecurus,aequalis,,,,Sobol.,,
99880,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Alopecurus,arundinaceus,,,,Poir.,,
99881,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Alopecurus,borealis,,,,Trin.,,
99882,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Alopecurus,geniculatus,,,,L.,,
99883,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Alopecurus,myosuroides,,,,Huds.,,
99884,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Alopecurus,pratensis,,,,L.,,
143444,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Alopecurus,ovatus,,,,Knapp,,
99885,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Alopecurus,pratensis,alpestris,,,(Wahlenb.) Selander,,
99886,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Alopecurus,pratensis,pratensis,,,,,
99876,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Aira,caryophyllea,,,,L.,,
99877,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Aira,praecox,,,,L.,,
145501,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Aira,elegantissima,,,,Schur,,
99866,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Agrostis,canina,,,,L.,,
99867,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Agrostis,capillaris,,,,L.,,
99868,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Agrostis,gigantea,,,,Roth,,
99869,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Agrostis,mertensii,,,,Trin.,,
99870,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Agrostis,scabra,,,,Willd.,,
99871,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Agrostis,stolonifera,,,,L.,,
99874,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Agrostis,vinealis,,,,Schreb.,,
127910,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Agrostis,clavata,,,,Trin.,,
145500,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Agrostis,hyemalis,,,,"(Walter) Britton, Sterns & Poggenb.",,
99872,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Agrostis,stolonifera,stolonifera,,,,,
99873,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Agrostis,stolonifera,straminea,,,(Hartm.) Tzvelev,,
99864,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Agropyron,cristatum,,,,(L.) Gaertn.,,
99862,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Aegilops,cylindrica,,,,Host,,
99804,Plantae,Magnoliophyta,Liliopsida,Poales,Juncaceae,Juncus,,,,,L.,,
99841,Plantae,Magnoliophyta,Liliopsida,Poales,Juncaceae,Luzula,,,,,DC.,,
99842,Plantae,Magnoliophyta,Liliopsida,Poales,Juncaceae,Luzula,arcuata,,,,(Wahlenb.) Sw.,,
99843,Plantae,Magnoliophyta,Liliopsida,Poales,Juncaceae,Luzula,campestris,,,,(L.) DC.,,
99844,Plantae,Magnoliophyta,Liliopsida,Poales,Juncaceae,Luzula,confusa,,,,Lindeb.,,
99845,Plantae,Magnoliophyta,Liliopsida,Poales,Juncaceae,Luzula,congesta,,,,(Thuill.) Lej.,,
99846,Plantae,Magnoliophyta,Liliopsida,Poales,Juncaceae,Luzula,forsteri,,,,(Sm.) DC.,,
99847,Plantae,Magnoliophyta,Liliopsida,Poales,Juncaceae,Luzula,luzuloides,,,,(Lam.) Dandy & Wilmott,,
99848,Plantae,Magnoliophyta,Liliopsida,Poales,Juncaceae,Luzula,multiflora,,,,(Ehrh.) Lej.,,
99851,Plantae,Magnoliophyta,Liliopsida,Poales,Juncaceae,Luzula,nivalis,,,,(Laest.) Spreng.,,
99852,Plantae,Magnoliophyta,Liliopsida,Poales,Juncaceae,Luzula,nivea,,,,(L.) DC.,,
99853,Plantae,Magnoliophyta,Liliopsida,Poales,Juncaceae,Luzula,pallescens,,,,Sw.,,
99854,Plantae,Magnoliophyta,Liliopsida,Poales,Juncaceae,Luzula,parviflora,,,,(Ehrh.) Desv.,,
99855,Plantae,Magnoliophyta,Liliopsida,Poales,Juncaceae,Luzula,pilosa,,,,(L.) Willd.,,
99856,Plantae,Magnoliophyta,Liliopsida,Poales,Juncaceae,Luzula,spicata,,,,(L.) DC.,,
99857,Plantae,Magnoliophyta,Liliopsida,Poales,Juncaceae,Luzula,sudetica,,,,(Willd.) Schult.,,
99858,Plantae,Magnoliophyta,Liliopsida,Poales,Juncaceae,Luzula,sylvatica,,,,(Huds.) Gaudin,,
99859,Plantae,Magnoliophyta,Liliopsida,Poales,Juncaceae,Luzula,wahlenbergii,,,,Rupr.,,
99849,Plantae,Magnoliophyta,Liliopsida,Poales,Juncaceae,Luzula,multiflora,frigida,,,(Buchenau) V.I.Krecz.,,
99850,Plantae,Magnoliophyta,Liliopsida,Poales,Juncaceae,Luzula,multiflora,multiflora,,,,,
99805,Plantae,Magnoliophyta,Liliopsida,Poales,Juncaceae,Juncus,acutiflorus,,,,Ehrh. ex Hoffm.,,
99806,Plantae,Magnoliophyta,Liliopsida,Poales,Juncaceae,Juncus,alpinoarticulatus,,,,Chaix,,
99810,Plantae,Magnoliophyta,Liliopsida,Poales,Juncaceae,Juncus,anceps,,,,Laharpe,,
99811,Plantae,Magnoliophyta,Liliopsida,Poales,Juncaceae,Juncus,arcticus,,,,Willd.,,
99812,Plantae,Magnoliophyta,Liliopsida,Poales,Juncaceae,Juncus,articulatus,,,,L.,,
99813,Plantae,Magnoliophyta,Liliopsida,Poales,Juncaceae,Juncus,balticus,,,,Willd.,,
99814,Plantae,Magnoliophyta,Liliopsida,Poales,Juncaceae,Juncus,biglumis,,,,L.,,
99815,Plantae,Magnoliophyta,Liliopsida,Poales,Juncaceae,Juncus,bufonius,,,,L.,,
99816,Plantae,Magnoliophyta,Liliopsida,Poales,Juncaceae,Juncus,bulbosus,,,,L.,,
99819,Plantae,Magnoliophyta,Liliopsida,Poales,Juncaceae,Juncus,castaneus,,,,Sm.,,
99822,Plantae,Magnoliophyta,Liliopsida,Poales,Juncaceae,Juncus,compressus,,,,Jacq.,,
99823,Plantae,Magnoliophyta,Liliopsida,Poales,Juncaceae,Juncus,conglomeratus,,,,L.,,
99824,Plantae,Magnoliophyta,Liliopsida,Poales,Juncaceae,Juncus,effusus,,,,L.,,
99825,Plantae,Magnoliophyta,Liliopsida,Poales,Juncaceae,Juncus,ensifolius,,,,Wikstr.,,
99826,Plantae,Magnoliophyta,Liliopsida,Poales,Juncaceae,Juncus,filiformis,,,,L.,,
99827,Plantae,Magnoliophyta,Liliopsida,Poales,Juncaceae,Juncus,foliosus,,,,Desf.,,
99828,Plantae,Magnoliophyta,Liliopsida,Poales,Juncaceae,Juncus,gerardii,,,,Loisel.,,
99831,Plantae,Magnoliophyta,Liliopsida,Poales,Juncaceae,Juncus,inflexus,,,,L.,,
